2024-06-12 16:31:49,133:INFO:stating data validation/transformation process
2024-06-13 23:16:09,831:ERROR:error loading data to local drive
2024-06-13 23:16:10,514:INFO:starting data extration from source
2024-06-13 23:16:11,072:INFO:starting data extration from source
2024-06-13 23:16:11,490:ERROR:error loading data to local drive
2024-06-13 23:16:12,810:ERROR:error loading data to local drive
2024-06-13 23:16:13,368:INFO:starting data extration from source
2024-06-13 23:16:13,731:ERROR:error loading data to local drive
2024-06-13 23:16:14,090:INFO:starting data extration from source
2024-06-13 23:16:14,187:INFO:starting data extration from source
2024-06-13 23:16:15,130:ERROR:error loading data to local drive
2024-06-13 23:16:15,690:INFO:starting data extration from source
2024-06-13 23:16:16,010:ERROR:error loading data to local drive
2024-06-13 23:16:16,473:INFO:starting data extration from source
2024-06-13 23:16:17,516:ERROR:error loading data to local drive
2024-06-13 23:16:18,574:ERROR:error loading data to local drive
2024-06-13 23:16:19,380:ERROR:error loading data to local drive
2024-06-13 23:16:19,755:INFO:starting data extration from source
2024-06-13 23:16:19,939:ERROR:error loading data to local drive
2024-06-13 23:16:21,268:INFO:starting data extration from source
2024-06-13 23:16:21,452:ERROR:error loading data to local drive
2024-06-13 23:16:22,323:ERROR:error loading data to local drive
2024-06-13 23:16:26,464:ERROR:error loading data to local drive
2024-06-13 23:18:09,628:INFO:starting data extration from source
2024-06-13 23:18:11,599:ERROR:error loading data to local drive
2024-06-13 23:18:12,046:INFO:starting data extration from source
2024-06-13 23:18:13,506:INFO:starting data extration from source
2024-06-13 23:18:13,547:ERROR:error loading data to local drive
2024-06-13 23:18:15,058:INFO:starting data extration from source
2024-06-13 23:18:16,726:ERROR:error loading data to local drive
2024-06-13 23:18:17,223:INFO:starting data extration from source
2024-06-13 23:18:17,238:INFO:starting data extration from source
2024-06-13 23:18:17,646:ERROR:error loading data to local drive
2024-06-13 23:18:18,956:INFO:starting data extration from source
2024-06-13 23:18:19,262:ERROR:error loading data to local drive
2024-06-13 23:18:19,338:ERROR:error loading data to local drive
2024-06-13 23:18:19,584:INFO:starting data extration from source
2024-06-13 23:18:20,652:ERROR:error loading data to local drive
2024-06-13 23:18:22,192:INFO:starting data extration from source
2024-06-13 23:18:22,281:INFO:starting data extration from source
2024-06-13 23:18:22,920:INFO:starting data extration from source
2024-06-13 23:18:22,955:INFO:starting data extration from source
2024-06-13 23:18:23,371:ERROR:error loading data to local drive
2024-06-13 23:18:23,836:ERROR:error loading data to local drive
2024-06-13 23:18:24,655:ERROR:error loading data to local drive
2024-06-13 23:18:24,833:ERROR:error loading data to local drive
2024-06-13 23:18:24,975:INFO:starting data extration from source
2024-06-13 23:18:25,308:INFO:starting data extration from source
2024-06-13 23:18:26,619:ERROR:error loading data to local drive
2024-06-13 23:18:27,319:ERROR:error loading data to local drive
2024-06-13 23:18:30,915:INFO:starting data extration from source
2024-06-13 23:18:31,108:ERROR:error loading data to local drive
2024-06-13 23:18:32,615:ERROR:error loading data to local drive
2024-06-13 23:20:15,455:INFO:starting data extration from source
2024-06-13 23:20:17,097:INFO:starting data extration from source
2024-06-13 23:20:17,234:ERROR:error loading data to local drive
2024-06-13 23:20:18,742:ERROR:error loading data to local drive
2024-06-13 23:20:21,037:INFO:starting data extration from source
2024-06-13 23:20:21,072:INFO:starting data extration from source
2024-06-13 23:20:22,780:INFO:starting data extration from source
2024-06-13 23:20:22,860:INFO:starting data extration from source
2024-06-13 23:20:23,030:ERROR:error loading data to local drive
2024-06-13 23:20:23,351:ERROR:error loading data to local drive
2024-06-13 23:20:24,661:ERROR:error loading data to local drive
2024-06-13 23:20:24,747:ERROR:error loading data to local drive
2024-06-13 23:20:25,188:INFO:starting data extration from source
2024-06-13 23:20:26,841:ERROR:error loading data to local drive
2024-06-13 23:20:27,627:INFO:starting data extration from source
2024-06-13 23:20:27,639:INFO:starting data extration from source
2024-06-13 23:20:27,778:INFO:starting data extration from source
2024-06-13 23:20:27,983:INFO:starting data extration from source
2024-06-13 23:20:29,200:INFO:starting data extration from source
2024-06-13 23:20:29,464:ERROR:error loading data to local drive
2024-06-13 23:20:31,223:ERROR:error loading data to local drive
2024-06-13 23:20:31,391:INFO:starting data extration from source
2024-06-13 23:20:32,298:ERROR:error loading data to local drive
2024-06-13 23:20:33,042:ERROR:error loading data to local drive
2024-06-13 23:20:33,062:ERROR:error loading data to local drive
2024-06-13 23:20:33,218:ERROR:error loading data to local drive
2024-06-13 23:20:34,820:INFO:starting data extration from source
2024-06-13 23:20:35,234:INFO:starting data extration from source
2024-06-13 23:20:37,088:ERROR:error loading data to local drive
2024-06-13 23:20:37,480:ERROR:error loading data to local drive
2024-06-13 23:22:21,099:INFO:starting data extration from source
2024-06-13 23:22:21,529:INFO:starting data extration from source
2024-06-13 23:22:23,207:ERROR:error loading data to local drive
2024-06-13 23:22:24,253:ERROR:error loading data to local drive
2024-06-13 23:22:26,605:INFO:starting data extration from source
2024-06-13 23:22:26,665:INFO:starting data extration from source
2024-06-13 23:22:28,299:ERROR:error loading data to local drive
2024-06-13 23:22:28,698:INFO:starting data extration from source
2024-06-13 23:22:28,709:INFO:starting data extration from source
2024-06-13 23:22:28,896:ERROR:error loading data to local drive
2024-06-13 23:22:30,838:ERROR:error loading data to local drive
2024-06-13 23:22:31,279:ERROR:error loading data to local drive
2024-06-13 23:32:35,846:INFO:starting data extration from source
2024-06-13 23:32:38,580:ERROR:error loading data to local drive
2024-06-13 23:32:43,655:INFO:starting data extration from source
2024-06-13 23:32:44,370:INFO:starting data extration from source
2024-06-13 23:32:44,525:INFO:starting data extration from source
2024-06-14 08:10:38,525:ERROR:error loading data to local drive
2024-06-14 08:10:54,531:ERROR:error loading data to local drive
2024-06-14 08:10:59,017:INFO:starting data extration from source
2024-06-14 08:11:05,420:INFO:starting data extration from source
2024-06-14 08:11:08,135:INFO:starting data extration from source
2024-06-14 08:11:08,469:INFO:starting data extration from source
2024-06-14 08:11:24,900:ERROR:error loading data to local drive
2024-06-14 08:11:25,328:INFO:starting data extration from source
2024-06-14 08:11:25,530:ERROR:error loading data to local drive
2024-06-14 08:11:25,545:ERROR:error loading data to local drive
2024-06-14 08:11:25,523:ERROR:error loading data to local drive
2024-06-14 08:11:37,295:ERROR:error loading data to local drive
2024-06-14 08:22:55,608:INFO:starting data extration from source
2024-06-14 08:22:58,585:ERROR:error loading data to local drive
2024-06-14 09:51:41,650:INFO:starting data extration from source
2024-06-14 09:51:42,134:INFO:starting data extration from source
2024-06-14 09:51:42,620:INFO:starting data extration from source
2024-06-14 09:51:42,732:INFO:starting data extration from source
2024-06-14 09:51:42,732:INFO:starting data extration from source
2024-06-14 09:51:42,891:INFO:starting data extration from source
2024-06-14 09:51:45,234:INFO:starting data extration from source
2024-06-14 09:51:45,388:INFO:starting data extration from source
2024-06-14 09:51:46,049:INFO:starting data extration from source
2024-06-14 09:51:47,369:ERROR:error loading data to local drive
2024-06-14 09:51:51,055:ERROR:error loading data to local drive
2024-06-14 09:51:51,276:ERROR:error loading data to local drive
2024-06-14 09:51:51,349:ERROR:error loading data to local drive
2024-06-14 09:51:51,349:ERROR:error loading data to local drive
2024-06-14 09:51:51,356:ERROR:error loading data to local drive
2024-06-14 09:51:51,399:ERROR:error loading data to local drive
2024-06-14 09:51:55,506:ERROR:error loading data to local drive
2024-06-14 09:51:56,226:ERROR:error loading data to local drive
2024-06-14 09:51:57,109:INFO:starting data extration from source
2024-06-14 09:51:57,225:INFO:starting data extration from source
2024-06-14 09:51:57,470:INFO:starting data extration from source
2024-06-14 09:51:57,787:INFO:starting data extration from source
2024-06-14 09:51:57,814:INFO:starting data extration from source
2024-06-14 09:51:57,904:INFO:starting data extration from source
2024-06-14 09:51:59,843:ERROR:error loading data to local drive
2024-06-14 09:51:59,864:ERROR:error loading data to local drive
2024-06-14 09:52:00,895:ERROR:error loading data to local drive
2024-06-14 09:52:03,123:ERROR:error loading data to local drive
2024-06-14 09:52:03,931:ERROR:error loading data to local drive
2024-06-14 09:52:05,657:ERROR:error loading data to local drive
2024-06-14 09:53:53,685:INFO:starting data extration from source
2024-06-14 09:53:57,495:ERROR:error loading data to local drive
2024-06-14 09:54:13,957:INFO:starting data extration from source
2024-06-14 09:54:15,227:INFO:starting data extration from source
2024-06-14 09:54:19,769:INFO:starting data extration from source
2024-06-14 09:54:20,145:INFO:starting data extration from source
2024-06-14 09:54:21,273:ERROR:error loading data to local drive
2024-06-14 09:54:21,317:ERROR:error loading data to local drive
2024-06-14 09:54:21,374:INFO:starting data extration from source
2024-06-14 09:54:22,650:INFO:starting data extration from source
2024-06-14 09:54:23,169:ERROR:error loading data to local drive
2024-06-14 09:54:24,423:INFO:starting data extration from source
2024-06-14 09:54:25,403:ERROR:error loading data to local drive
2024-06-14 09:54:25,599:ERROR:error loading data to local drive
2024-06-14 09:54:27,990:ERROR:error loading data to local drive
2024-06-14 09:54:28,979:ERROR:error loading data to local drive
2024-06-14 09:54:31,833:INFO:starting data extration from source
2024-06-14 09:54:31,914:INFO:starting data extration from source
2024-06-14 09:54:33,580:INFO:starting data extration from source
2024-06-14 09:54:34,488:INFO:starting data extration from source
2024-06-14 09:54:34,474:INFO:starting data extration from source
2024-06-14 09:54:34,957:INFO:starting data extration from source
2024-06-14 09:54:35,064:INFO:starting data extration from source
2024-06-14 09:54:35,642:INFO:starting data extration from source
2024-06-14 09:54:35,690:ERROR:error loading data to local drive
2024-06-14 09:54:35,954:ERROR:error loading data to local drive
2024-06-14 09:54:36,556:ERROR:error loading data to local drive
2024-06-14 09:54:37,744:ERROR:error loading data to local drive
2024-06-14 09:54:38,058:ERROR:error loading data to local drive
2024-06-14 09:54:38,954:ERROR:error loading data to local drive
2024-06-14 09:54:39,319:ERROR:error loading data to local drive
2024-06-14 09:54:42,642:ERROR:error loading data to local drive
2024-06-14 09:56:03,893:INFO:starting data extration from source
2024-06-14 09:56:05,786:ERROR:error loading data to local drive
2024-06-14 09:56:26,447:INFO:starting data extration from source
2024-06-14 09:56:26,531:INFO:starting data extration from source
2024-06-14 09:56:28,871:ERROR:error loading data to local drive
2024-06-14 09:56:29,246:ERROR:error loading data to local drive
2024-06-14 09:56:30,281:INFO:starting data extration from source
2024-06-14 09:56:30,875:INFO:starting data extration from source
2024-06-14 09:56:32,990:INFO:starting data extration from source
2024-06-14 09:56:33,558:ERROR:error loading data to local drive
2024-06-14 09:56:33,798:ERROR:error loading data to local drive
2024-06-14 09:56:35,951:INFO:starting data extration from source
2024-06-14 09:56:36,113:ERROR:error loading data to local drive
2024-06-14 09:56:36,174:INFO:starting data extration from source
2024-06-14 09:56:38,267:ERROR:error loading data to local drive
2024-06-14 09:56:38,889:ERROR:error loading data to local drive
2024-06-14 09:56:46,145:INFO:starting data extration from source
2024-06-14 09:56:47,047:INFO:starting data extration from source
2024-06-14 09:56:47,091:INFO:starting data extration from source
2024-06-14 09:56:47,216:INFO:starting data extration from source
2024-06-14 09:56:48,678:ERROR:error loading data to local drive
2024-06-14 09:56:49,047:INFO:starting data extration from source
2024-06-14 09:56:49,346:INFO:starting data extration from source
2024-06-14 09:56:49,358:ERROR:error loading data to local drive
2024-06-14 09:56:49,704:INFO:starting data extration from source
2024-06-14 09:56:49,727:ERROR:error loading data to local drive
2024-06-14 09:56:50,913:ERROR:error loading data to local drive
2024-06-14 09:56:51,023:ERROR:error loading data to local drive
2024-06-14 09:56:51,436:INFO:starting data extration from source
2024-06-14 09:56:51,468:ERROR:error loading data to local drive
2024-06-14 09:56:53,814:ERROR:error loading data to local drive
2024-06-14 09:56:54,317:ERROR:error loading data to local drive
2024-06-14 10:02:06,832:INFO:starting data extration from source
2024-06-14 10:02:08,903:INFO:starting data extration from source
2024-06-14 10:02:09,208:INFO:starting data extration from source
2024-06-14 10:02:11,139:INFO:starting data extration from source
2024-06-14 10:02:17,775:ERROR:error loading data to local drive
2024-06-14 10:02:17,830:ERROR:error loading data to local drive
2024-06-14 10:02:17,837:ERROR:error loading data to local drive
2024-06-14 10:02:17,917:ERROR:error loading data to local drive
2024-06-14 10:02:18,507:INFO:starting data extration from source
2024-06-14 10:02:18,676:INFO:starting data extration from source
2024-06-14 10:02:18,916:INFO:starting data extration from source
2024-06-14 10:02:19,218:INFO:starting data extration from source
2024-06-14 10:02:19,978:INFO:starting data extration from source
2024-06-14 10:02:20,035:INFO:starting data extration from source
2024-06-14 10:02:21,175:ERROR:error loading data to local drive
2024-06-14 10:02:22,759:ERROR:error loading data to local drive
2024-06-14 10:02:22,823:ERROR:error loading data to local drive
2024-06-14 10:02:22,998:INFO:starting data extration from source
2024-06-14 10:02:23,393:INFO:starting data extration from source
2024-06-14 10:02:23,490:ERROR:error loading data to local drive
2024-06-14 10:02:23,543:INFO:starting data extration from source
2024-06-14 10:02:23,577:INFO:starting data extration from source
2024-06-14 10:02:23,789:INFO:starting data extration from source
2024-06-14 10:02:23,838:INFO:starting data extration from source
2024-06-14 10:02:25,304:ERROR:error loading data to local drive
2024-06-14 10:02:27,494:ERROR:error loading data to local drive
2024-06-14 10:02:27,581:ERROR:error loading data to local drive
2024-06-14 10:02:27,681:ERROR:error loading data to local drive
2024-06-14 10:02:28,246:ERROR:error loading data to local drive
2024-06-14 10:02:29,331:ERROR:error loading data to local drive
2024-06-14 10:02:29,618:ERROR:error loading data to local drive
2024-06-14 10:02:30,557:ERROR:error loading data to local drive
2024-06-14 10:04:22,865:INFO:starting data extration from source
2024-06-14 10:04:23,220:INFO:starting data extration from source
2024-06-14 10:04:23,229:INFO:starting data extration from source
2024-06-14 10:04:23,233:INFO:starting data extration from source
2024-06-14 10:04:25,130:ERROR:error loading data to local drive
2024-06-14 10:04:25,735:ERROR:error loading data to local drive
2024-06-14 10:04:26,641:INFO:starting data extration from source
2024-06-14 10:04:27,853:ERROR:error loading data to local drive
2024-06-14 10:04:28,159:ERROR:error loading data to local drive
2024-06-14 10:04:28,528:ERROR:error loading data to local drive
2024-06-14 10:04:28,581:INFO:starting data extration from source
2024-06-14 10:04:28,783:INFO:starting data extration from source
2024-06-14 10:04:29,444:INFO:starting data extration from source
2024-06-14 10:04:30,614:ERROR:error loading data to local drive
2024-06-14 10:04:31,277:ERROR:error loading data to local drive
2024-06-14 10:04:32,001:INFO:starting data extration from source
2024-06-14 10:04:32,233:ERROR:error loading data to local drive
2024-06-14 10:04:33,817:INFO:starting data extration from source
2024-06-14 10:04:33,850:INFO:starting data extration from source
2024-06-14 10:04:33,897:INFO:starting data extration from source
2024-06-14 10:04:34,364:ERROR:error loading data to local drive
2024-06-14 10:04:34,547:INFO:starting data extration from source
2024-06-14 10:04:35,433:INFO:starting data extration from source
2024-06-14 10:04:35,817:INFO:starting data extration from source
2024-06-14 10:04:35,951:INFO:starting data extration from source
2024-06-14 10:04:36,610:ERROR:error loading data to local drive
2024-06-14 10:04:36,998:ERROR:error loading data to local drive
2024-06-14 10:04:38,235:ERROR:error loading data to local drive
2024-06-14 10:04:38,775:ERROR:error loading data to local drive
2024-06-14 10:04:39,693:ERROR:error loading data to local drive
2024-06-14 10:04:41,453:ERROR:error loading data to local drive
2024-06-14 10:04:42,560:ERROR:error loading data to local drive
2024-06-14 10:06:31,542:INFO:starting data extration from source
2024-06-14 10:06:31,573:INFO:starting data extration from source
2024-06-14 10:06:35,647:ERROR:error loading data to local drive
2024-06-14 10:06:37,331:ERROR:error loading data to local drive
2024-06-14 10:06:39,058:INFO:starting data extration from source
2024-06-14 10:06:39,075:INFO:starting data extration from source
2024-06-14 10:06:39,247:INFO:starting data extration from source
2024-06-14 10:06:39,860:INFO:starting data extration from source
2024-06-14 10:06:41,815:ERROR:error loading data to local drive
2024-06-14 10:06:42,241:INFO:starting data extration from source
2024-06-14 10:06:42,937:ERROR:error loading data to local drive
2024-06-14 10:06:43,228:ERROR:error loading data to local drive
2024-06-14 10:06:43,586:ERROR:error loading data to local drive
2024-06-14 10:06:44,564:INFO:starting data extration from source
2024-06-14 10:06:45,124:ERROR:error loading data to local drive
2024-06-14 10:06:46,004:INFO:starting data extration from source
2024-06-14 10:06:47,239:ERROR:error loading data to local drive
2024-06-14 10:06:47,681:INFO:starting data extration from source
2024-06-14 10:06:48,451:ERROR:error loading data to local drive
2024-06-14 10:06:49,365:INFO:starting data extration from source
2024-06-14 10:06:49,438:INFO:starting data extration from source
2024-06-14 10:06:49,896:ERROR:error loading data to local drive
2024-06-14 10:06:49,906:INFO:starting data extration from source
2024-06-14 10:06:50,060:INFO:starting data extration from source
2024-06-14 10:06:51,109:INFO:starting data extration from source
2024-06-14 10:06:51,127:INFO:starting data extration from source
2024-06-14 10:06:51,500:ERROR:error loading data to local drive
2024-06-14 10:06:53,324:ERROR:error loading data to local drive
2024-06-14 10:06:53,995:ERROR:error loading data to local drive
2024-06-14 10:06:54,793:ERROR:error loading data to local drive
2024-06-14 10:06:55,338:ERROR:error loading data to local drive
2024-06-14 10:06:57,518:ERROR:error loading data to local drive
2024-06-14 10:08:38,145:INFO:starting data extration from source
2024-06-14 10:08:39,838:ERROR:error loading data to local drive
2024-06-14 10:08:40,055:INFO:starting data extration from source
2024-06-14 10:08:41,812:ERROR:error loading data to local drive
2024-06-14 10:08:45,497:INFO:starting data extration from source
2024-06-14 10:08:45,508:INFO:starting data extration from source
2024-06-14 10:08:47,361:INFO:starting data extration from source
2024-06-14 10:08:47,457:ERROR:error loading data to local drive
2024-06-14 10:08:47,999:INFO:starting data extration from source
2024-06-14 10:08:49,850:ERROR:error loading data to local drive
2024-06-14 10:08:49,981:ERROR:error loading data to local drive
2024-06-14 10:08:50,299:INFO:starting data extration from source
2024-06-14 10:08:51,757:INFO:starting data extration from source
2024-06-14 10:08:52,679:ERROR:error loading data to local drive
2024-06-14 10:08:53,239:ERROR:error loading data to local drive
2024-06-14 10:08:53,407:INFO:starting data extration from source
2024-06-14 10:08:53,563:ERROR:error loading data to local drive
2024-06-14 10:08:54,175:INFO:starting data extration from source
2024-06-14 10:08:55,178:ERROR:error loading data to local drive
2024-06-14 10:08:56,016:INFO:starting data extration from source
2024-06-14 10:08:56,230:ERROR:error loading data to local drive
2024-06-14 10:08:58,108:ERROR:error loading data to local drive
2024-06-14 10:08:58,425:INFO:starting data extration from source
2024-06-14 10:08:58,440:INFO:starting data extration from source
2024-06-14 10:08:59,594:INFO:starting data extration from source
2024-06-14 10:08:59,687:INFO:starting data extration from source
2024-06-14 10:09:00,146:ERROR:error loading data to local drive
2024-06-14 10:09:00,976:INFO:starting data extration from source
2024-06-14 10:09:01,526:ERROR:error loading data to local drive
2024-06-14 10:09:01,895:ERROR:error loading data to local drive
2024-06-14 10:09:04,366:ERROR:error loading data to local drive
2024-06-14 10:09:04,515:ERROR:error loading data to local drive
2024-06-14 10:10:42,797:INFO:starting data extration from source
2024-06-14 10:10:44,379:INFO:starting data extration from source
2024-06-14 10:10:44,437:ERROR:error loading data to local drive
2024-06-14 10:10:46,758:ERROR:error loading data to local drive
2024-06-14 10:10:49,902:INFO:starting data extration from source
2024-06-14 10:10:52,000:ERROR:error loading data to local drive
2024-06-14 10:10:52,565:INFO:starting data extration from source
2024-06-14 10:10:52,590:INFO:starting data extration from source
2024-06-14 10:10:54,327:ERROR:error loading data to local drive
2024-06-14 10:10:54,953:ERROR:error loading data to local drive
2024-06-14 10:10:55,990:INFO:starting data extration from source
2024-06-14 10:10:56,002:INFO:starting data extration from source
2024-06-14 10:10:56,226:INFO:starting data extration from source
2024-06-14 10:10:57,992:ERROR:error loading data to local drive
2024-06-14 10:10:58,207:INFO:starting data extration from source
2024-06-14 10:10:58,677:ERROR:error loading data to local drive
2024-06-14 10:10:58,978:INFO:starting data extration from source
2024-06-14 10:10:59,802:ERROR:error loading data to local drive
2024-06-14 10:11:00,570:INFO:starting data extration from source
2024-06-14 10:11:00,935:ERROR:error loading data to local drive
2024-06-14 10:11:02,218:ERROR:error loading data to local drive
2024-06-14 10:11:02,798:INFO:starting data extration from source
2024-06-14 10:11:04,548:INFO:starting data extration from source
2024-06-14 10:11:04,552:INFO:starting data extration from source
2024-06-14 10:11:04,899:ERROR:error loading data to local drive
2024-06-14 10:11:07,415:INFO:starting data extration from source
2024-06-14 10:11:07,417:INFO:starting data extration from source
2024-06-14 10:11:08,227:ERROR:error loading data to local drive
2024-06-14 10:11:08,487:ERROR:error loading data to local drive
2024-06-14 10:11:08,991:ERROR:error loading data to local drive
2024-06-14 10:11:09,450:ERROR:error loading data to local drive
2024-06-14 10:11:14,083:ERROR:error loading data to local drive
2024-06-14 10:12:46,065:INFO:starting data extration from source
2024-06-14 10:12:47,686:ERROR:error loading data to local drive
2024-06-14 10:12:49,047:INFO:starting data extration from source
2024-06-14 10:12:50,529:ERROR:error loading data to local drive
2024-06-14 10:12:54,244:INFO:starting data extration from source
2024-06-14 10:12:55,933:ERROR:error loading data to local drive
2024-06-14 10:12:57,772:INFO:starting data extration from source
2024-06-14 10:12:57,851:INFO:starting data extration from source
2024-06-14 10:12:59,802:ERROR:error loading data to local drive
2024-06-14 10:12:59,850:ERROR:error loading data to local drive
2024-06-14 10:13:01,947:INFO:starting data extration from source
2024-06-14 10:13:01,964:INFO:starting data extration from source
2024-06-14 10:13:03,799:INFO:starting data extration from source
2024-06-14 10:13:04,124:INFO:starting data extration from source
2024-06-14 10:13:04,479:ERROR:error loading data to local drive
2024-06-14 10:13:05,613:ERROR:error loading data to local drive
2024-06-14 10:13:05,861:INFO:starting data extration from source
2024-06-14 10:13:06,732:ERROR:error loading data to local drive
2024-06-14 10:13:07,057:INFO:starting data extration from source
2024-06-14 10:13:07,875:ERROR:error loading data to local drive
2024-06-14 10:13:08,228:ERROR:error loading data to local drive
2024-06-14 10:13:10,668:INFO:starting data extration from source
2024-06-14 10:13:10,926:INFO:starting data extration from source
2024-06-14 10:13:11,140:ERROR:error loading data to local drive
2024-06-14 10:13:12,492:INFO:starting data extration from source
2024-06-14 10:13:12,562:INFO:starting data extration from source
2024-06-14 10:13:12,877:ERROR:error loading data to local drive
2024-06-14 10:13:13,113:ERROR:error loading data to local drive
2024-06-14 10:13:14,189:ERROR:error loading data to local drive
2024-06-14 10:13:15,806:ERROR:error loading data to local drive
2024-06-14 10:13:16,639:INFO:starting data extration from source
2024-06-14 10:13:18,902:ERROR:error loading data to local drive
2024-06-14 11:09:06,290:INFO:starting data extration from source
2024-06-14 11:09:07,806:INFO:starting data extration from source
2024-06-14 11:09:08,014:INFO:starting data extration from source
2024-06-14 11:09:08,776:INFO:starting data extration from source
2024-06-14 11:09:13,675:INFO:starting data extration from source
2024-06-14 11:09:14,134:INFO:starting data extration from source
2024-06-14 11:09:14,157:INFO:starting data extration from source
2024-06-14 11:09:14,520:INFO:starting data extration from source
2024-06-14 11:09:14,656:INFO:starting data extration from source
2024-06-14 11:09:15,585:ERROR:error loading data to local drive
2024-06-14 11:09:15,586:ERROR:error loading data to local drive
2024-06-14 11:09:16,528:INFO:starting data extration from source
2024-06-14 11:09:17,237:ERROR:error loading data to local drive
2024-06-14 11:09:17,361:ERROR:error loading data to local drive
2024-06-14 11:09:20,371:ERROR:error loading data to local drive
2024-06-14 11:09:20,593:ERROR:error loading data to local drive
2024-06-14 11:09:21,916:ERROR:error loading data to local drive
2024-06-14 11:09:22,749:INFO:starting data extration from source
2024-06-14 11:09:22,844:INFO:starting data extration from source
2024-06-14 11:09:23,101:ERROR:error loading data to local drive
2024-06-14 11:09:23,115:INFO:starting data extration from source
2024-06-14 11:09:23,154:INFO:starting data extration from source
2024-06-14 11:09:23,527:INFO:starting data extration from source
2024-06-14 11:09:23,595:ERROR:error loading data to local drive
2024-06-14 11:09:25,245:ERROR:error loading data to local drive
2024-06-14 11:09:25,871:ERROR:error loading data to local drive
2024-06-14 11:09:26,748:ERROR:error loading data to local drive
2024-06-14 11:09:28,092:ERROR:error loading data to local drive
2024-06-14 11:09:29,738:ERROR:error loading data to local drive
2024-06-14 11:09:31,913:ERROR:error loading data to local drive
2024-06-14 11:35:53,988:INFO:starting data extration from source
2024-06-14 11:35:56,350:INFO:starting data extration from source
2024-06-14 11:35:56,760:INFO:starting data extration from source
2024-06-14 11:35:56,840:INFO:starting data extration from source
2024-06-14 11:35:57,256:INFO:starting data extration from source
2024-06-14 11:35:57,375:INFO:starting data extration from source
2024-06-14 11:36:00,325:INFO:starting data extration from source
2024-06-14 11:36:01,517:INFO:starting data extration from source
2024-06-14 11:36:01,483:INFO:starting data extration from source
2024-06-14 11:36:03,067:ERROR:error loading data to local drive
2024-06-14 11:36:03,178:ERROR:error loading data to local drive
2024-06-14 11:36:03,325:ERROR:error loading data to local drive
2024-06-14 11:36:03,325:ERROR:error loading data to local drive
2024-06-14 11:36:03,433:ERROR:error loading data to local drive
2024-06-14 11:36:03,870:ERROR:error loading data to local drive
2024-06-14 11:36:05,907:ERROR:error loading data to local drive
2024-06-14 11:36:05,954:ERROR:error loading data to local drive
2024-06-14 11:36:07,132:ERROR:error loading data to local drive
